"AX","M","Z","E","J","Thalf","Eγ.keV.","λ","TF","Key"
"179OS",179,76,243,"(9/2)+","0.783(14) μs","97.5(1)","E1",TRUE,"243;(9/2)+;0.783(14) μs"
"179AU",179,79,89.5,"(3/2)","328(2) ns","62.4
89.5","E1
E1",TRUE,"89.5;(3/2);328(2) ns"
"179HG",179,80,171.4,"(13/2+)","6.4(9) μs","110.8(3)","M2",TRUE,"171.4;(13/2+);6.4(9) μs"
"180LU",180,71,13.9,"3","~ 1 s","14?",NA,TRUE,"13.9;3;~ 1 s"
"180LU",180,71,624,"(9)","≥ 1 ms","128","E1",TRUE,"624;(9);≥ 1 ms"
"180HF",180,72,1141.5,"8","5.47(4) h","57.555(17)
500.64(18)","E1
M2+E3",TRUE,"1141.5;8;5.47(4) h"
"180HF",180,72,1374.15,"(4)","0.57(2) μs","113.66(2)
1065.77(5)
1281.7(2)",NA,TRUE,"1374.15;(4);0.57(2) μs"
"180HF",180,72,2425.8,"(10+)","15(5) μs","479
772
1041",NA,TRUE,"2425.8;(10+);15(5) μs"
"180HF",180,72,2486.3,"12+","10(1) μs","223
540
832
1101","E1
M2
E3",TRUE,"2486.3;12+;10(1) μs"
"180HF",180,72,2538.3,"(14+)","> 10 μs","52","E2",TRUE,"2538.3;(14+);> 10 μs"
"180HF",180,72,3599.3,"(18)","90(10) μs","151","M2",TRUE,"3599.3;(18);90(10) μs"
"180TA",180,73,77.1,"9","> 1.2E+15 y",NA,NA,TRUE,"77.1;9;> 1.2E+15 y"
"180TA",180,73,107.85,"0","19.2(7) ns","107.69(4)","E1",TRUE,"107.85;0;19.2(7) ns"
"180TA",180,73,177.65,"8+","70.0(14) ns","100.71(3)","E1+M2",TRUE,"177.65;8+;70.0(14) ns"
"180TA",180,73,356.68,"7+","42(3) ns","178.91(9)","M1",TRUE,"356.68;7+;42(3) ns"
"180TA",180,73,463.24,"7","31.2(19) ns","285.46(7)","E1+M2",TRUE,"463.24;7;31.2(19) ns"
"180TA",180,73,520.14,"4+","37.4(20) ns","72.09?
209.18(7)
335.16(7)
409.01(15)","M1
M1
M1",TRUE,"520.14;4+;37.4(20) ns"
"180TA",180,73,594.43,"(5)","16.1(19) ns","72.2",NA,TRUE,"594.43;(5);16.1(19) ns"
"180TA",180,73,1452.4,"15","31.2(1) μs","142.71(21)
431.62(21)","M1
E2",TRUE,"1452.4;15;31.2(1) μs"
"180TA",180,73,2588.37,"18(+)","22(2) ns","431.07(9)
1136.8","E1",TRUE,"2588.37;18(+);22(2) ns"
"180TA",180,73,3679,"(22)","2.0(5) μs","369.8","(E2)",TRUE,"3679;(22);2.0(5) μs"
"180W",180,74,1529.01,"8","5.47(9) ms","390.581(15)","E1",TRUE,"1529.01;8;5.47(9) ms"
"180W",180,74,1639.771,"5","19.2(3) ns","178.9(4)
279.31(4)
332.241(20)
454.88(3)
951.25(12)",NA,TRUE,"1639.771;5;19.2(3) ns"
"180W",180,74,3264.56,"14","2.33(19) μs","222.3(3)
298.4
528.1(3)
813.3(3)","E1",TRUE,"3264.56;14;2.33(19) μs"
"180RE",180,75,20.1,"1+","88(3) ns","20.1","E1",TRUE,"20.1;1+;88(3) ns"
"180OS",180,76,1862.5,"7","17(3) ns","101.4(7)
235.4(3)
257.8(2)
483.4(3)
604.8(2)
1067.4(3)","E2
E1
E1",TRUE,"1862.5;7;17(3) ns"
"180OS",180,76,1928.62,"7","25(2) ns","51.91(25)
301.6(5)
324.0(3)
550.0(3)
670.9(3)
1133.8(4)","E1

(E1)",TRUE,"1928.62;7;25(2) ns"
"180OS",180,76,5848.3,NA,"12(4) ns","286.8",NA,TRUE,"5848.3;NA;12(4) ns"
"181HF*",181,72,595.27,"9/2+","80(5) μs","129.36(4)
154.56(3)
291.39(1)
391.19(12)",NA,TRUE,"595.27;9/2+;80(5) μs"
"181HF",181,72,1043.5,"(17/2+)","~ 100 μs","115.3
284.9","M1
E2",TRUE,"1043.5;(17/2+);~ 100 μs"
"181HF",181,72,1741.9,"(25/2)","1.5(5) ms","357
499.2","E3
E3",TRUE,"1741.9;(25/2);1.5(5) ms"
"181TA",181,73,6.237,"9/2","6.05(12) μs","6.240(20)","E1",TRUE,"6.237;9/2;6.05(12) μs"
"181TA",181,73,482.168,"5/2+","10.8(1) ns","345.97(4)
475.99(9)
482.17(3)","E2
M2+E3
M1+E2",TRUE,"482.168;5/2+;10.8(1) ns"
"181TA",181,73,615.19,"1/2+","18(1) μs","133.027(18)
615.17(11)","E2
M3(+E4)",TRUE,"615.19;1/2+;18(1) μs"
"181TA",181,73,2227.9,NA,"210(20) μs","130
295",NA,TRUE,"2227.9;NA;210(20) μs"
"181W",181,74,365.55,"5/2","14.59(15) μs","252.2(3)
365.5(3)","E3
M2",TRUE,"365.55;5/2;14.59(15) μs"
"181W",181,74,1653.1,"21/2+","140(20) ns","838.9
1053.7",NA,TRUE,"1653.1;21/2+;140(20) ns"
"181W",181,74,1744.9,"(23/2)","~ 50 ns","91.8","(E1)",TRUE,"1744.9;(23/2);~ 50 ns"
"181W",181,74,3943.9,"37/2","~ 20 ns","351
712",NA,TRUE,"3943.9;37/2;~ 20 ns"
"181RE",181,75,262.91,"9/2","156.7(19) ns","144.76(11)","E1",TRUE,"262.91;9/2;156.7(19) ns"
"181RE",181,75,356.72,"5/2","87.6(12) ns","238.75(7)
356.7(2)","E1
(E1)",TRUE,"356.72;5/2;87.6(12) ns"
"181RE",181,75,1656.37,"21/2","250(10) ns","328.84(8)
584.23(9)","(E2)",TRUE,"1656.37;21/2;250(10) ns"
"181RE",181,75,1880.57,"25/2+","11.5(9) μs","224.25(12)","M2",TRUE,"1880.57;25/2+;11.5(9) μs"
"181RE",181,75,3869.4,"(35/2)","1.2(2) μs","356.6(1)",NA,TRUE,"3869.4;(35/2);1.2(2) μs"
"181RE",181,75,3990.02,"(37/2)","22.2(5) ns","22.6(1)
120.6(1)
278.6(1)","M1",TRUE,"3990.02;(37/2);22.2(5) ns"
"181OS",181,76,49.2,"7/2","2.7(1) min","49.2?",NA,TRUE,"49.2;7/2;2.7(1) min"
"181OS",181,76,156.91,"9/2+","262(6) ns","107.73(7)","E1",TRUE,"156.91;9/2+;262(6) ns"
"181IR",181,77,289.33,"5/2+","298 ns","289.34(13)","E1",TRUE,"289.33;5/2+;298 ns"
"181IR",181,77,366.3,"9/2","126(6) ns","341.5
366.5","M1",TRUE,"366.3;9/2;126(6) ns"
"181IR",181,77,2034.3,"23/2+","22(4) ns","54.9
151.8
547.6",NA,TRUE,"2034.3;23/2+;22(4) ns"
"181PT",181,78,116.65,"(7/2)","> 300 ns","22.8(1)","(M1)",TRUE,"116.65;(7/2);> 300 ns"
"181PT",181,78,275.99,"(9/2)+","99(9) ns","19.7(3)
40.5(1)
159.42(9)","E1
E1
(E1)",TRUE,"275.99;(9/2)+;99(9) ns"
"181TL",181,81,835.9,"(9/2)","1.40(3) ms","577.9(3)","(E3)",TRUE,"835.9;(9/2);1.40(3) ms"
"182HF",182,72,1172.87,"(8)","61.5(15) min","50.80(8)
506.60(8)","(E1)",TRUE,"1172.87;(8);61.5(15) min"
"182HF",182,72,2571.3,"(13+)","40(10) μs","264",NA,TRUE,"2571.3;(13+);40(10) μs"
"182TA",182,73,16.273,"5+","283(3) ms","16.273(4)?","(M2)",TRUE,"16.273;5+;283(3) ms"
"182TA",182,73,519.577,"10","15.84(10) min","184.951(15)
356.47(10)","E3
M4",TRUE,"519.577;10;15.84(10) min"
"182W",182,74,2230.65,"(10+)","1.3(1) μs","518.5(1)
1086.5(1)","(M1)",TRUE,"2230.65;(10+);1.3(1) μs"
"182W",182,74,3754.89,"(15+)","37(2) ns","19?
356.5(1)
676.8(2)","(M1+E2)
(E2)",TRUE,"3754.89;(15+);37(2) ns"
"182W",182,74,4040.6,"(17)","20(1) ns","146.9(1)","(E1)",TRUE,"4040.6;(17);20(1) ns"
"182RE",182,75,2256.48,"(16)","82(1) ns","344.54(8)
647.36(8)","(M1)
(E2)",TRUE,"2256.48;(16);82(1) ns"
"182OS",182,76,1831.4,"(8)","0.78(7) ms","553.5(2)","E1",TRUE,"1831.4;(8);0.78(7) ms"
"182OS",182,76,7049.5,"(25+)","150(10) ns","148.9(5)
187.5(2)
505.6(2)
566.0(2)
726.9(2)
1061.6(5)","(M1+E2)
(M1+E2)",TRUE,"7049.5;(25+);150(10) ns"
"182IR",182,77,71.02,"(5)+","170(40) ns","45.3(3)
71.1(3)","M1+E2",TRUE,"71.02;(5)+;170(40) ns"
"182IR",182,77,176.4,"(6)","130(50) ns","105.4(3)","(E1)",TRUE,"176.4;(6);130(50) ns"
"183HF",183,72,1464,"(27/2)","10(+485) s @",NA,NA,TRUE,"1464;(27/2);10(+485) s @"
"183TA",183,73,73.174,"(9/2)","107(11) ns","73.174(12)","E1",TRUE,"73.174;(9/2);107(11) ns"
"183W",183,74,309.493,"11/2+","5.2(3) s","102.481(3)","M2",TRUE,"309.493;11/2+;5.2(3) s"
"183W",183,74,453.0708,"7/2","18.5(4) ns","40.9755(5)
144.1252(7)
161.3467(5)
244.2648(6)
246.0591(5)
353.9912(5)
406.5865(5)","M1
M1+E2
M1+E2
E2
M1+E2
M1+E2
(E2)",TRUE,"453.0708;7/2;18.5(4) ns"
"183W",183,74,1746.55,"19/2","12.7(20) ns","306.5(1)
307.0(1)?
555.6(1)
577.1(1)
830.9(1)?",NA,TRUE,"1746.55;19/2;12.7(20) ns"
"183RE",183,75,1907.6,"(25/2)+","1.04(4) ms","193.90(18)","E2",TRUE,"1907.6;(25/2)+;1.04(4) ms"
"183OS",183,76,170.71,"1/2","9.9(3) h","170.71(5)","M4",TRUE,"170.71;1/2;9.9(3) h"
"183OS",183,76,5067.54,"(43/2)","27(3) ns","133.0(1)
351.3(1)","(E1)",TRUE,"5067.54;(43/2);27(3) ns"
"183OS",183,76,5167.43,"(43/2+)","24(2) ns","451.3(1)
1079.0(1)",NA,TRUE,"5167.43;(43/2+);24(2) ns"
"183PT",183,78,34.5,"(7/2)","43(5) s",NA,NA,TRUE,"34.5;(7/2);43(5) s"
"183PT",183,78,195.68,"(9/2)+","> 150 ns","46.03(9)
161.18(7)","E1",TRUE,"195.68;(9/2)+;> 150 ns"
"183AU",183,79,73.3,"(1/2)+","> 1 μs","60.5(3)","E1",TRUE,"73.3;(1/2)+;> 1 μs"
"183TL",183,81,630,"(9/2)","60(15) ms",NA,NA,TRUE,"630;(9/2);60(15) ms"
"183TL",183,81,976.8,"(13/2+)","1.48(10) μs","69.3(5)
346.8(3)",NA,TRUE,"976.8;(13/2+);1.48(10) μs"
"183PB",183,82,97,"(13/2+)","415(20) ms",NA,NA,TRUE,"97;(13/2+);415(20) ms"
"184HF",184,72,1264,"(8)","48(10) s
113(+6047) s @",NA,"E1, M2",TRUE,"1264;(8);48(10) s
113(+6047) s @"
"184HF",184,72,2477,"(15+)","12(+86) min @",NA,NA,TRUE,"2477;(15+);12(+86) min @"
"184W",184,74,1284.997,"5","8.33(18) μs","63.6890(14)
151.134(20)
279.0?
381.82(14)
536.674(15)
920.933(21)
1173.77(3)","E2
E1+M2+E3
E1+M2+E3
(E3)",TRUE,"1284.997;5;8.33(18) μs"
"184W",184,74,3863.2,"(14
15,17","188(38) ns","148","(M1)",TRUE,"3863.2;(14
15,17;188(38) ns"
"184RE",184,75,188.0463,"8(+)","169(8) d","83.3067(8)
188.0462(17)","M4
(E5)",TRUE,"188.0463;8(+);169(8) d"
"184OS",184,76,2366.81,"10+","23.6(14) ns","145.0(2)
495.8(2)
1092.1(2)","E1
M1(+E2)
E2",TRUE,"2366.81;10+;23.6(14) ns"
"184OS",184,76,4756.71,"(18)","48(5) ns","280.9(2)
289.1(2)
554.0(2)
634.4(2)",NA,TRUE,"4756.71;(18);48(5) ns"
"184IR",184,77,225.65,"3+","470(30) μs","154.8(1)
225.8(1)","E1+M2
M2",TRUE,"225.65;3+;470(30) μs"
"184IR",184,77,328.4,"(7)+","350(90) ns","286.5(3)
328.5(3)","(E1(+M2))
M2",TRUE,"328.4;(7)+;350(90) ns"
"184IR",184,77,432.49,"(2)+","> 10 ns","89.8(1)
139.1(1)
169.8(1)
206.9(1)","M1(+E2)",TRUE,"432.49;(2)+;> 10 ns"
"184PT",184,78,1840.3,"8","1.01(5) ms","49(1)
112(1)
610.1(20)","E1
E1",TRUE,"1840.3;8;1.01(5) ms"
"184AU",184,79,68.46,"2+","47.6(14) s","68.46(4)","M3",TRUE,"68.46;2+;47.6(14) s"
"184AU",184,79,228.4,"3","69(6) ns","81.9(1)
141.8(1)
156.5(1)
160.0(1)","E1
(E1+M2)
E1
(E1)",TRUE,"228.4;3;69(6) ns"
"184TL",184,81,506.1,"10","47.1(7) ms","506.1(1)
186.2(3)
61","E3
E3
M2",TRUE,"506.1;10;47.1(7) ms"
"185TA",185,73,175.5,"9/2","11.8(21) ns","22.6?
175.5(2)","E1
E1",TRUE,"175.5;9/2;11.8(21) ns"
"185TA",185,73,406,"(3/2+)","0.9(3) μs","406",NA,TRUE,"406;(3/2+);0.9(3) μs"
"185TA",185,73,1273.4,"21/2","11.8(14) ms","14.5?
280.4(2)","M1
E2",TRUE,"1273.4;21/2;11.8(14) ms"
"185W",185,74,197.383,"11/2+","1.67(3) min","9.53(6)?
23.54(5)
131.55(2)","E3",TRUE,"197.383;11/2+;1.67(3) min"
"185W",185,74,243.62,"7/2","19.3(5) ns","69.7(3)
150.3(2)
177.59(8)
243.7(3)","M1+E2

M1(+E2)",TRUE,"243.62;7/2;19.3(5) ns"
"185RE",185,75,368.3,"9/2","33(3) ns","242.9",NA,TRUE,"368.3;9/2;33(3) ns"
"185RE",185,75,2123.8,"(21/2)","121(13) ns","115","E1(+M2)",TRUE,"2123.8;(21/2);121(13) ns"
"185OS",185,76,102.37,"7/2","3.0(4) μs","4.9?
64.9?",NA,TRUE,"102.37;7/2;3.0(4) μs"
"185OS",185,76,275.53,"11/2+","0.78(5) μs","15.2?",NA,TRUE,"275.53;11/2+;0.78(5) μs"
"185OS",185,76,5007.1,"(41/2)","18(2) ns","426.0(1)",NA,TRUE,"5007.1;(41/2);18(2) ns"
"185IR",185,77,646.6,"(11/2","21.5(20) ns","488.0(5)
640.8(2)","(M1)",TRUE,"646.6;(11/2;21.5(20) ns"
"185PT",185,78,103.41,"1/2","33.0(8) min",NA,NA,TRUE,"103.41;1/2;33.0(8) min"
"185PT",185,78,200.89,"5/2","728(20) ns","19.8(91)
97.5(1)","M1
E2",TRUE,"200.89;5/2;728(20) ns"
"185AU",185,79,220.1,"(11/2)","26(2) ns","211.2(1)","M1",TRUE,"220.1;(11/2);26(2) ns"
"185HG",185,80,103.7,"13/2+","21.6(15) s","65.3(5)","E3",TRUE,"103.7;13/2+;21.6(15) s"
"185TL",185,81,454.8,"(9/2)","1.93(8) s","168.8","(E3)",TRUE,"454.8;(9/2);1.93(8) s"
"186HF",186,72,2968,"(17+)","> 20 s @",NA,NA,TRUE,"2968;(17+);> 20 s @"
"186TA",186,73,336,"(2, 8)","1.54(5) min
3.0(+15−8) min@",NA,NA,TRUE,"336;(2, 8);1.54(5) min
3.0(+15−8) min@"
"186W",186,74,1517.2,"(7)","18(1) μs","119
195
708",NA,TRUE,"1517.2;(7);18(1) μs"
"186W",186,74,3542.8,"(16+)","7.5(+4833) s @","180
399",NA,TRUE,"3542.8;(16+);7.5(+4833) s @"
"186RE",186,75,149,"(8+)","2.0E+5 y","50(7)","(E5)",TRUE,"149;(8+);2.0E+5 y"
"186RE",186,75,314.009,"(3)+","24.1(11) ns","103.310(6)
167.737(8)
214.648(8)
254.995(15)","(E1)
E1
E1",TRUE,"314.009;(3)+;24.1(11) ns"
"186AU",186,79,227.77,"2+","110(10) ns","191.6(1)
227.7(1)","E1
E1",TRUE,"227.77;2+;110(10) ns"
"186HG",186,80,2217.3,"(8)","82(5) μs","31.6?
241.5
628.1",NA,TRUE,"2217.3;(8);82(5) μs"
"186TL",186,81,396,"(10)","2.9(2) s","374.0(2)","E3",TRUE,"396;(10);2.9(2) s"
"187TA",187,73,1793,"(27/2)","22(9) s @",NA,NA,TRUE,"1793;(27/2);22(9) s @"
"187TA",187,73,2933,"(41/2+)","> 5 min @",NA,NA,TRUE,"2933;(41/2+);> 5 min @"
"187W",187,74,410.06,"11/2+","1.38(7) μs","45.8(3)","(E1)",TRUE,"410.06;11/2+;1.38(7) μs"
"187RE",187,75,206.2473,"9/2","555.3(17) ns","72.002(4)
206.247(1)","E1(+M2)
M2+E3",TRUE,"206.2473;9/2;555.3(17) ns"
"187RE",187,75,1681.63,"(19/2+)","114(23) ns","207.3(1)","(E1)",TRUE,"1681.63;(19/2+);114(23) ns"
"187OS",187,76,100.45,"7/2","112(6) ns","25.62(5)
90.37(10)","M1+E2
E2",TRUE,"100.45;7/2;112(6) ns"
"187OS",187,76,257.1,"11/2+","231(2) μs","156.63(7)","M2+E3",TRUE,"257.1;11/2+;231(2) μs"
"187IR",187,77,106.478,"1/2+","11.5(3) ns","106.44(3)","E2",TRUE,"106.478;1/2+;11.5(3) ns"
"187IR",187,77,186.16,"9/2","30.3(6) ms","76.09(3)
186.2(1)","M2+E3
E3",TRUE,"186.16;9/2;30.3(6) ms"
"187IR",187,77,433.75,"11/2","152(12) ns","247.61(6)","M1",TRUE,"433.75;11/2;152(12) ns"
"187IR",187,77,2487.7,"29/2","1.8(5) μs","109.8",NA,TRUE,"2487.7;29/2;1.8(5) μs"
"187PT",187,78,57.11,"(7/2)","18(2) ns","31.6(4)","M1",TRUE,"57.11;(7/2);18(2) ns"
"187PT",187,78,174.38,"11/2+","311(15) μs","117.2(4)","M2+E3",TRUE,"174.38;11/2+;311(15) μs"
"187AU",187,79,120.33,"9/2()","2.3(1) s","101.0(2)","E3",TRUE,"120.33;9/2();2.3(1) s"
"187AU",187,79,223.9,"(11/2)","48(2) ns","103.4(2)","M1+E2",TRUE,"223.9;(11/2);48(2) ns"
"187AU",187,79,2431.3,"(25/2+)","24(3) ns","149.6","(M1+E2)",TRUE,"2431.3;(25/2+);24(3) ns"
"187AU",187,79,2669.4,"(31/2)","100(5) ns","508.8","(M1+E2)",TRUE,"2669.4;(31/2);100(5) ns"
"187HG",187,80,54,"13/2(+)","2.4(3) min",NA,NA,TRUE,"54;13/2(+);2.4(3) min"
"187HG",187,80,161.57,"(9/2+)","33 ns","161.5(3)",NA,TRUE,"161.57;(9/2+);33 ns"
"187TL",187,81,334,"(9/2)","15.60(12) s","35(4)?",NA,TRUE,"334;(9/2);15.60(12) s"
"187TL",187,81,2582.5,"(25/2
27/2,
29/2+)","0.69(4) μs","478.2(2)","(E1, M1,
E2)",TRUE,"2582.5;(25/2
27/2,
29/2+);0.69(4) μs"
"187PB",187,82,33,"(13/2+)","18.3(3) s",NA,NA,TRUE,"33;(13/2+);18.3(3) s"
"187BI",187,83,112,"(1/2+)","0.370(20) ms",NA,NA,TRUE,"112;(1/2+);0.370(20) ms"
"187BI",187,83,252,"(13/2+)","3.2(+7620) μs","252",NA,TRUE,"252;(13/2+);3.2(+7620) μs"
"188W",188,74,1929.3,"8","109.5(35) ns","184
198","M1
M1",TRUE,"1929.3;8;109.5(35) ns"
"188RE",188,75,172.069,"6","18.59(4) min","2.63
15.93(1)","(M3)
M3",TRUE,"172.069;6;18.59(4) min"
"188RE",188,75,182.743,NA,"20.3(18) ns","13.3(1)?",NA,TRUE,"182.743;NA;20.3(18) ns"
"188RE",188,75,230.91,"(2,3)+","21.4(15) ns","74.864(3)
167.327(4)","(E1)
E1",TRUE,"230.91;(2,3)+;21.4(15) ns"
"188OS",188,76,1771,"(7)","14.0(10) ns","102.3(4)","(E2)",TRUE,"1771;(7);14.0(10) ns"
"188HG",188,80,2724.3,"(12+)","134(15) ns","61.6(7)
233.3(3)?",NA,TRUE,"2724.3;(12+);134(15) ns"
"188PB",188,82,2578.2,"8","820(60) ns","103.0(3)
129
278.2(3)
360.2(3)
709.9(3)","M1
E2
E1
E1
E1",TRUE,"2578.2;8;820(60) ns"
"188PB",188,82,2704.9,"11","27(5) ns","335.4(3)",NA,TRUE,"2704.9;11;27(5) ns"
"188PB",188,82,2713,"12+","99(10) ns","343.5(3)",NA,TRUE,"2713;12+;99(10) ns"
"188PB",188,82,4783.6,"(19)","0.44(6) μs","217.8(3)","(E2)",TRUE,"4783.6;(19);0.44(6) μs"
"188BI",188,83,65,NA,"> 5 μs",NA,NA,TRUE,"65;NA;> 5 μs"
"189OS",189,76,30.812,"9/2","5.81(6) h","30.810(21)","M3+E4",TRUE,"30.812;9/2;5.81(6) h"
"189IR",189,77,94.34,"1/2+","11.4(3) ns","94.34(3)","M1+E2",TRUE,"94.34;1/2+;11.4(3) ns"
"189IR",189,77,372.17,"11/2","13.3(3) ms","71.69(3)
258.37(6)","M2(+E3)
E3",TRUE,"372.17;11/2;13.3(3) ms"
"189IR",189,77,2333.2,"(25/2)+","3.7(2) ms","84.4(5)
224(1)
247.6(4)","E1+M2",TRUE,"2333.2;(25/2)+;3.7(2) ms"
"189PT",189,78,172.8,"9/2","464(25) ns","166.40(5)","E2",TRUE,"172.8;9/2;464(25) ns"
"189AU",189,79,9.92,"3/2+","30(4) ns","9.9(2)",NA,TRUE,"9.92;3/2+;30(4) ns"
"189AU",189,79,247.23,"11/2","4.59(11) min",NA,NA,TRUE,"247.23;11/2;4.59(11) min"
"189AU",189,79,325.11,"9/2","190(15) ns","77.9(1)","M1+E2",TRUE,"325.11;9/2;190(15) ns"
"189AU",189,79,2554.7,"31/2+","242(10) ns","39","(E2)",TRUE,"2554.7;31/2+;242(10) ns"
"189HG",189,80,100,"13/2+","8.6(1) min",NA,NA,TRUE,"100;13/2+;8.6(1) min"
"189TL",189,81,281,"(9/2)","1.4(1) min",NA,NA,TRUE,"281;(9/2);1.4(1) min"
"189PB",189,82,40,"(13/2+)","50(3) s",NA,NA,TRUE,"40;(13/2+);50(3) s"
"189PB",189,82,2474.5,"(31/2)","22.2(+6914) μs","193.9(3)
336.7(1)
609.3(3)","M2
E3
(E3)",TRUE,"2474.5;(31/2);22.2(+6914) μs"
"189BI",189,83,184,"(1/2+)","5.0(1) ms","84?",NA,TRUE,"184;(1/2+);5.0(1) ms"
"189BI",189,83,357.6,"(13/2+)","0.88(5) ms","357.6(5)","M2",TRUE,"357.6;(13/2+);0.88(5) ms"
"190W",190,74,1742,"8+","111(17) ns","102
694","M1
E2",TRUE,"1742;8+;111(17) ns"
"190W",190,74,1839,"10","108(9) μs","97","M2",TRUE,"1839;10;108(9) μs"
"190W",190,74,2394.5,"(10)","0.06(+150−3) ms","58.5(5)","(E1)",TRUE,"2394.5;(10);0.06(+150−3) ms"
"190RE",190,75,204,"(6)","3.2(2) h @",NA,NA,TRUE,"204;(6);3.2(2) h @"
"190OS",190,76,1705.4,"(10)","9.86(3) min","38.9(1)","M2+E3",TRUE,"1705.4;(10);9.86(3) min"
"190IR",190,77,26.1,"(1)","1.120(3) h","26.3(1)","M3",TRUE,"26.1;(1);1.120(3) h"
"190IR",190,77,36.154,"(4)+","> 2 μs","36.155(25)","E1",TRUE,"36.154;(4)+;> 2 μs"
"190IR",190,77,317.56,"(5)","90(3) ns","149.196(21)",NA,TRUE,"317.56;(5);90(3) ns"
"190IR",190,77,376.4,"(11)","3.087(12) h","148.7(1)","M4",TRUE,"376.4;(11);3.087(12) h"
"190PT",190,78,2297.4,"10","48(4) ns","75.0(5)
219.1(2)","(E2)",TRUE,"2297.4;10;48(4) ns"
"190HG",190,80,2620.7,"(12+)","23(1) ns","23.9(5)",NA,TRUE,"2620.7;(12+);23(1) ns"
"190TL",190,81,89,"7(+)","3.7(3) min",NA,NA,TRUE,"89;7(+);3.7(3) min"
"190PB",190,82,2614.8,"(10)+","150 ns","338.6
362.9","E2",TRUE,"2614.8;(10)+;150 ns"
"190PB",190,82,2658.2,"(11)","7.2(6) μs","43.2
382
406.5","(E3)
E3",TRUE,"2658.2;(11);7.2(6) μs"
"190PB",190,82,4516.8,"(16+)","~ 14 ns","188.7",NA,TRUE,"4516.8;(16+);~ 14 ns"
"191OS",191,76,74.382,"3/2","13.10(5) h","74.379(9)","M3+E4",TRUE,"74.382;3/2;13.10(5) h"
"191OS",191,76,2640,"(29/2,
31/2)","61(4) ns","453",NA,TRUE,"2640;(29/2,
31/2);61(4) ns"
"191IR",191,77,171.29,"11/2","4.899(23) s","41.89(4)","E3",TRUE,"171.29;11/2;4.899(23) s"
"191IR",191,77,2101.1,"31/2(+)","5.8(6) s","54.0(10)?
308.5(5)","M3",TRUE,"2101.1;31/2(+);5.8(6) s"
"191PT",191,78,100.663,"(9/2)","> 1 μs","91.11(2)","E2",TRUE,"100.663;(9/2);> 1 μs"
"191PT",191,78,149.035,"(13/2)+","95(5) μs","48.37(1)","M2",TRUE,"149.035;(13/2)+;95(5) μs"
"191AU",191,79,11.1,"(1/2+)","15.5(15) ns","11.2(6)",NA,TRUE,"11.1;(1/2+);15.5(15) ns"
"191AU",191,79,266.2,"(11/2)","0.92(11) s","13.7(6)","(E3)",TRUE,"266.2;(11/2);0.92(11) s"
"191AU",191,79,540.4,"(9/2)","10(2) ns","274.1(3)","M1+E2",TRUE,"540.4;(9/2);10(2) ns"
"191AU",191,79,2489.6,"(31/2+)","402(20) ns","67.0(3)","(E2)",TRUE,"2489.6;(31/2+);402(20) ns"
"191HG",191,80,128,"13/2(+)","50.8(15) min",NA,NA,TRUE,"128;13/2(+);50.8(15) min"
"191BI",191,83,241,"(1/2+)","125(13) ms",NA,NA,TRUE,"241;(1/2+);125(13) ms"
"191BI",191,83,429.7,"(13/2+)","547(15) ns","429.7(5)","M2",TRUE,"429.7;(13/2+);547(15) ns"
"191PO",191,84,40,"(13/2+)","93(3) ms",NA,NA,TRUE,"40;(13/2+);93(3) ms"
"191AT",191,85,55,"(7/2)","2.1(+4−3) ms",NA,NA,TRUE,"55;(7/2);2.1(+4−3) ms"
"192RE",192,75,267,NA,"61(+4020) s @","267(10)",NA,TRUE,"267;NA;61(+4020) s @"
"192OS",192,76,2015.4,"10","5.9(1) s
10.5(+109) s @","302.48(6)
307.02(9)","(E3)
(M2)",TRUE,"2015.4;10;5.9(1) s
10.5(+109) s @"
"192OS",192,76,4113.8,"(16+)","0.19(10) μs","446","E2",TRUE,"4113.8;(16+);0.19(10) μs"
"192OS",192,76,4580.3,"20+","295(10) ns",NA,NA,TRUE,"4580.3;20+;295(10) ns"
"192IR",192,77,56.72,"1","1.45(5) min","56.71(3)","E3",TRUE,"56.72;1;1.45(5) min"
"192IR",192,77,66.83,"(4)","15(4) ns","50.780(10)?
66.83(2)","E2",TRUE,"66.83;(4);15(4) ns"
"192IR",192,77,104.776,"(1)","17.4(26) ns","48.0568(8)","M1+E2",TRUE,"104.776;(1);17.4(26) ns"
"192IR",192,77,118.7824,"3","> 15 ns","34.520(10)
118.7817(18)","M1
E1",TRUE,"118.7824;3;> 15 ns"
"192IR",192,77,168.14,"11","241(9) y","155.16(12)","(E5)",TRUE,"168.14;11;241(9) y"
"192PT",192,78,2172.37,"(10)","272(23) ns","69.12(10)
207.93(15)","M1
(E2)",TRUE,"2172.37;(10);272(23) ns"
"192AU",192,79,135.41,"(5)+","29 ms","62.8(3)
103.8(3)","M2
E3",TRUE,"135.41;(5)+;29 ms"
"192AU",192,79,431.6,"11","160(20) ms","59.8(3)","E3",TRUE,"431.6;11;160(20) ms"
"192HG",192,80,2535.5,"(12+)","11.1(5) ns","28.4","(E2)",TRUE,"2535.5;(12+);11.1(5) ns"
"192TL",192,81,138,"(7+)","10.8(2) min",NA,NA,TRUE,"138;(7+);10.8(2) min"
"192TL",192,81,388,"(8)","296(5) ns","250.6(2)","(E1)",TRUE,"388;(8);296(5) ns"
